    BusSpeed aarch64 cortex-a78ae optimized Wed Jan 25 07:37:11 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7683   7823  15646  20896  22646  24630
      32   8400   8510  15259  20357  21999  24535
      64   7152   7184  13231  18491  21009  24350
     128   2157   4307   7442  11432  15846  23616
     256   1628   2870   5424  10266  15350  23463
     512   1231   2181   4355   8473  15816  23697
    1024   1106   1938   3921   7673  15540  23713
    4096   1021   1713   3443   6980  14212  23625
   16384    512    801   1643   3170   6115  11849
   65536    362    675   1401   2794   5497  10942
