    BusSpeed amd64 x86-64 optimized Fri Jan  5 17:41:26 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  42697  45069  49745  53921  55548  55849
      32  38934  39102  41850  52143  53786  53303
      64  10348  10387  21237  38423  41442  46538
     128  10598  10618  21128  38524  41561  46760
     256  10493  10606  21281  38955  41581  46857
     512  10590  10660  21291  38989  41415  46806
    1024   9213   9075  17513  30623  37307  44203
    4096   6826   8025  17048  31638  39033  45231
   16384   6756   7897  16789  31588  39091  45290
   65536   1220   5087  11645  20149  30101  36284
