    BusSpeed amd64 x86-64 optimized Fri Jan  5 17:41:47 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  43447  45303  49517  53934  55923  56235
      32  38874  40809  42549  52219  54036  53416
      64  10359  10387  21246  39760  41500  46542
     128  10588  10618  21144  39663  41554  46753
     256  10502  10591  21296  39865  41573  46861
     512  10277  10094  19858  36357  39987  45900
    1024   9048   9030  17485  30844  37424  44346
    4096   6726   7993  16921  31317  38861  45124
   16384   6684   7898  16773  31405  38955  45199
   65536   1205   5037  11698  19869  29985  36252
