 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Fri Jan  5 17:52:51 2024
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  171746 271793 273769 196097 268873 266434 117912 120851 118182
      16  171113 268955 269012 197605 268266 268617 130468 130939 130588
      32  171055 269864 270225 183133 270425 269912 130645 125650 125514
      64  154261 236140 237163 153282 238107 238007  78735  79377  78608
     128  154291 236269 237429 153703 237143 237645  77458  78318  77378
     256  152332 227365 228995 152061 228190 228017  77223  78086  77220
     512  154186 236119 236668 154223 235861 237072  77012  77811  76994
    1024  127968 222896 224391 126957 223660 226198  67239  67381  67276
    2048  116994 217147 219540 117200 218316 219556  59308  59726  59436
    4096  114594 215390 218039 114339 216984 217963  58693  59022  58795
    8192  116403 217707 220489 116095 219285 220293  59075  59463  59212

                End of test Fri Jan  5 17:53:09 2024

