    BusSpeed aarch64 cortexa76 optimized Fri Oct 14 23:18:42 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7712   7739   8508   8779   8798  36824
      32   8425   8461   8510   8796   8806  36643
      64   6618   6975   8654   8794   8801  35220
     128   2177   3900   6572   8785   8806  25869
     256   2098   3764   6404   8719   8781  25673
     512   1709   3028   5630   8556   8792  25326
    1024   1100   2214   4364   8497   8797  25374
    4096    444    664   1164   2003   3746   8567
   16384    294    439   1995   3538   6106  13701
   65536    589   1056   1915   3467   6031  13310
