 ##########################################

   Memory Reading Speed Test aarch64 cortexa76 optimized Fri Oct 14 23:43:16 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   16580  14798  14050  49127  46685  53251  34889  34477  34479
      16   16561  14814  14075  49114  48039  54614  34542  34493  34612
      32   16571  14826  14088  47731  47697  48658  34611  34485  34433
      64   16546  14808  14071  47765  47466  49020  34645  34524  34536
     128   16430  14693  13999  30347  30420  30630  31987  31880  31933
     256   16452  14695  14007  30399  30436  30654  30795  30812  30803
     512   15602  14642  13946  30189  30196  30361  31002  30982  31028
    1024   14672  14616  13900  29942  30000  30118  27155  27206  27012
    2048   14132  13392  12592  26154  26723  26376  18518  19991  19977
    4096   15527  14302  13596  19373  19270  17997  15688  17380  17345
    8192   13383  12726  12490  14551  14520  13549  11514  11669  11671

                End of test Fri Oct 14 23:43:33 2022

