 ##########################################

   Memory Reading Speed Test aarch64 cortexa76 optimized Fri Oct 14 23:43:33 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   16603  14802  14048  49184  46727  53434  34950  34457  34548
      16   16591  14841  14105  49220  48048  54747  34628  34554  34651
      32   16605  14855  14118  47918  47778  49077  34696  34572  34531
      64   16582  14836  14099  47764  47453  48297  34728  34605  34607
     128   16463  14725  14022  30400  30462  30698  32064  31941  32023
     256   16483  14727  14028  30438  30509  30703  30838  30854  30847
     512   15522  14671  13973  30233  30252  30425  30924  30933  30965
    1024   15361  14251  13791  30011  30060  30186  27322  27391  27321
    2048   14264  13552  13118  27227  27356  27837  18856  19685  20099
    4096   15371  14254  13606  19886  19753  18405  15835  17506  17363
    8192   13430  12748  12512  14605  14584  13593  11732  11786  11772

                End of test Fri Oct 14 23:43:50 2022

