    BusSpeed aarch64 cortexa76 optimized Fri Oct 14 23:19:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7705   7733   8501   8771   8793  36767
      32   8427   8456   8507   8793   8804  36764
      64   6612   6976   8652   8791   8799  35339
     128   2177   3895   6578   8784   8804  25906
     256   2181   3871   6626   8791   8800  25936
     512   1881   3262   5928   8690   8786  25538
    1024   1098   2218   4392   8493   8795  25371
    4096    448   1362   2483   4379   7140  17282
   16384    627   1159   2140   3762   6584  14810
   65536    609   1097   2056   3678   6474  14424
