 ##########################################

   Memory Reading Speed Test aarch64 native optimized Fri Oct 14 23:44:25 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   16584  14787  14031  49126  46642  53323  34877  34468  34471
      16   16557  14812  14077  49109  48045  54598  34525  34482  34583
      32   16568  14823  14087  47707  47601  49111  34572  34464  34447
      64   16543  14805  14069  47874  47420  48527  34666  34549  34531
     128   16431  14689  14000  30349  30403  30647  31992  31869  31929
     256   16435  14677  13998  30362  30425  30640  30795  30811  30793
     512   15116  14627  13934  30107  30144  30282  30053  30041  30077
    1024   14972  14543  13821  29922  29982  30115  26129  26222  25995
    2048   14215  13658  12879  25256  25324  24929  18121  19101  18978
    4096   10771  12032  13348  13942  13708  12425  11379  14404  14294
    8192    9158   9205   9458  14873  14799  13811  11972  12032  12030

                End of test Fri Oct 14 23:44:42 2022

