    BusSpeed aarch64 native optimized Fri Oct 14 23:19:34 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7720   7748   8517   8788   8809  36934
      32   8444   8473   8523   8810   8821  36744
      64   6830   6993   8669   8808   8815  35429
     128   2180   3904   6589   8801   8821  25918
     256   2186   3872   6635   8808   8817  26009
     512   1683   2833   5367   8576   8789  25439
    1024   1110   2194   4368   8495   8810  25392
    4096    485    742   1266   2139   3966   9116
   16384    301    454    873   1545   3203  14921
   65536    609   1114   2083   3690   6441  14605
