    BusSpeed aarch64 cortexa76 optimized Fri Oct 14 23:18:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7719   7749   8518   8790   8811  37012
      32   8453   8473   8523   8811   8822  36907
      64   6611   6997   8670   8810   8816  35428
     128   2181   3905   6585   8798   8821  25908
     256   2168   3922   6613   8806   8817  25926
     512   1861   3193   5737   8519   8812  25399
    1024   1100   2213   4362   8514   8813  25408
    4096    489    729   1270   2118   3799   9202
   16384    293   1123   2032   3582   6125  13992
   65536    597   1078   1958   3502   6014  13653
