    BusSpeed aarch64 native optimized Mon Oct 16 18:41:21 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   4976   5511   6099   6508   6555   4788
      32   1025   1069   1910   3235   4625   4516
      64   1045   1079   1990   3237   4631   4508
     128    828    852   1578   2693   4189   4446
     256    579    630   1294   2295   3694   4170
     512    180    183    351    667   1307   2537
    1024    164    161    315    599   1178   2420
    4096    160    158    310    607   1209   2398
   16384    159    157    310    609   1212   2391
   65536    157    158    310    613   1218   2401
