 ##########################################

   Memory Reading Speed Test aarch64 native optimized Mon Oct 16 18:52:02 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2436   3802   4974   3687   4064   4384   4367   5639   4720
      16    2442   3807   4869   3692   4069   4392   4384   5666   4742
      32    2375   3622   4546   3532   3863   4147   4384   5646   4735
      64    2320   3497   4396   3388   3641   3961   4071   5307   4369
     128    2359   3568   4489   3467   3685   4058   4155   5368   4454
     256    2231   3347   4101   3227   3517   3752   3886   5010   4251
     512    1543   1841   1964   1840   1852   1924   2073   2158   2044
    1024    1469   1694   1793   1689   1693   1742   1831   1755   1749
    2048    1461   1687   1785   1688   1684   1735   1696   1667   1642
    4096    1459   1730   1776   1684   1661   1766   1637   1582   1550
    8192    1463   1751   1802   1700   1665   1788   1617   1539   1535

                End of test Mon Oct 16 18:52:18 2023

