    BusSpeed aarch64 native optimized Mon Oct 16 18:41:01 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5038   5643   6100   6535   6626   4806
      32   1965   2088   2984   4330   5411   4579
      64    914    931   1694   2929   4373   4438
     128    844    851   1532   2704   4185   4439
     256    613    653   1233   2257   3675   4129
     512    179    184    349    671   1311   2546
    1024    162    161    313    598   1176   2406
    4096    160    159    302    609   1210   2390
   16384    159    158    298    615   1223   2399
   65536    158    157    300    614   1229   2413
