 ##########################################

   Memory Reading Speed Test aarch64 native optimized Mon Oct 16 18:52:18 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    6005   6731   8156   7127   7629  10362   8048   5655   5661
      16    6025   6743   8177   7149   7643  10396   8113   5687   5694
      32    5242   6327   7544   6036   7088   9406   6951   5494   5497
      64    4927   6154   7314   5584   6872   9036   7145   5398   5390
     128    4944   6244   7435   5575   7001   9279   7068   5293   5299
     256    4299   5722   6676   4768   6255   8040   6980   5294   5305
     512    1987   3540   3753   2023   3697   3914   3643   3696   3744
    1024    1730   3181   3324   1750   3274   3440   1614   1714   1716
    2048    1702   3078   3241   1721   3182   3342   1589   1625   1620
    4096    1744   3181   3339   1754   3296   3425   1409   1587   1504
    8192    1781   3178   3380   1792   3285   3490   1426   1591   1594

                End of test Mon Oct 16 18:52:35 2023

