 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Fri Sep 30 18:51:51 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  132234 190206 216828 126932 202248 201977  84404  77883  78586
      16  134668 205071 222179 116393 224679 224466  85770  81531  81877
      32  135376 213870 225064 117145 237960 237515  85911  83589  83776
      64  134370 217105 212999 116841 242967 243060  84710  83494  83800
     128  134889 219568 214941 116949 246701 246720  84186  84228  84440
     256  135098 220669 215854 117002 248538 248613  84283  84138  84372
     512  132694 208393 213622 116429 243648 244290  82034  80667  80699
    1024  124517 214654 206182 115585 228936 229927  69674  67570  67577
    2048  129553 217403 204629 115511 232603 232549  71132  64184  64250
    4096  131274 218105 204485 115947 235793 235881  71892  64936  64576
    8192  131884 219315 205404 116227 236768 236744  72092  64704  65051

                End of test Fri Sep 30 18:52:10 2022

