    BusSpeed amd64 zen4 optimized Fri Sep 30 17:13:18 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  43899  46403  51007  54480  55620  55953
      32  40197  42628  44001  52862  54085  52616
      64  10528  10552  21398  38993  39859  44623
     128  10786  10740  21351  38961  40047  44845
     256  10780  10795  21567  39049  40233  44926
     512  10846  10855  21558  39153  40236  44251
    1024  10069   9615  18025  31165  37758  44441
    4096   7875   9432  18876  32117  39025  45089
   16384   7204   8169  18147  31141  38440  44775
   65536   1402   3545   9207  16427  28115  38390
