 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Fri Sep 30 18:52:47 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  198456 273234 275516 199371 279835 272951 120961 120160 122898
      16  165563 241429 242603 166494 242031 242811 115268 116977 115987
      32  171512 257651 257645 171811 256174 259231 123636 124432 124074
      64  156661 239008 240068 156541 239423 240811  80471  80995  80352
     128  156527 239691 240649 156470 240196 241438  79233  79822  79056
     256  157278 239942 240796 157159 240559 241327  79045  79839  78944
     512  152607 238219 239143 152993 238763 239617  77714  78421  77892
    1024  130892 226634 228196 130507 228574 229542  68973  69137  68951
    2048  124525 225753 228998 125605 228120 228904  61604  61922  61607
    4096  123598 228240 230427 125502 229538 230916  61618  61915  61572
    8192  122455 227581 229855 125747 228959 230305  61620  61899  61419

                End of test Fri Sep 30 18:53:06 2022

