    BusSpeed amd64 x86-64 optimized Fri Sep 30 17:12:08 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  43149  45910  50825  54723  55453  55903
      32  38953  41729  42862  53177  54206  53720
      64  10777  10789  21758  38988  40372  45257
     128  11025  11051  21693  39507  40657  45441
     256  11038  11056  21899  39631  40821  45559
     512  11003  11125  21926  39732  40791  45526
    1024   9362   9452  18190  31112  37213  43031
    4096   7088   9139  18537  31474  38145  43509
   16384   6840   8175  17250  29394  36994  42701
   65536   1371   3566   9058  16533  28295  38826
