    BusSpeed amd64 x86-64 optimized Fri Sep 30 17:12:18 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  41295  40037  44566  45293  46427  46697
      32  34721  31874  36185  44493  45966  44833
      64  10544  10533  21383  35855  42573  44461
     128  10773  10772  21301  35258  42973  44477
     256  10758  10774  21454  35552  43332  44690
     512  10672  10587  20935  34186  42681  44447
    1024   9527   9199  17685  28411  39770  43948
    4096   7424   9280  18558  32590  41252  44300
   16384   6993   7981  17834  31739  40938  44085
   65536   1345   3321   8692  15664  28859  38788
