    BusSpeed amd64 x86-64 optimized Fri Sep 30 17:12:38 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  43129  39563  44364  45227  46504  46583
      32  35500  31768  36188  44317  45954  44858
      64  10568  10557  21388  35956  43175  44078
     128  10801  10788  21330  35653  41916  43509
     256  10731  10622  21179  34611  42649  44416
     512  10475  10113  19677  32166  42004  44484
    1024   9535   9151  17681  28542  39419  43599
    4096   7380   9106  18469  32715  41304  44421
   16384   6651   7637  16893  29856  39980  43371
   65536   1396   3235   8551  15426  28776  39022
