    BusSpeed amd64 x86-64 optimized Fri Sep 30 17:12:28 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  42595  45151  49636  53859  54580  55083
      32  37982  41069  41914  52394  53345  52714
      64  10527  10544  21424  38489  39881  44554
     128  10791  10782  21341  38921  40019  44859
     256  10774  10789  21505  39115  40099  44924
     512  10851  10855  21523  39127  40118  44875
    1024   9465   9165  17596  30297  36471  42675
    4096   7490   9030  18313  31382  37418  42745
   16384   7173   7808  17347  29944  36919  42705
   65536   1342   3389   8745  15641  26425  38249
