 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Fri Sep 30 18:52:28 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  133182 190661 190634 114342 242493 202129  84786  78702  56409
      16  134670 206067 205768 116410 249783 225112  86196  82316  68311
      32  135979 214841 214514 117520 253739 238641  86159  84152  76315
      64  131723 217061 202266 116588 248062 242151  84829  82829  76979
     128  135171 220363 214322 117249 253335 247330  84384  84389  79411
     256  135415 221537 215583 117435 253783 249283  84275  84604  80459
     512  134249 220779 215060 117519 248325 246019  82888  81306  76060
    1024  123522 214554 206228 114886 230268 228976  69049  67141  65484
    2048  131074 218954 207928 115842 236436 234732  72143  64700  62695
    4096  132034 219622 207764 116172 238870 236420  71947  64823  63010
    8192  132356 219373 208654 116380 239613 237639  72513  64782  63016

                End of test Fri Sep 30 18:52:47 2022

