    BusSpeed amd64 x86-64 optimized Fri Sep 30 17:11:58 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  40812  40661  44786  45641  46457  46677
      32  34822  31869  36417  44253  46037  44820
      64  10551  10565  21415  36022  43200  44675
     128  10797  10800  21363  35651  43379  44576
     256  10780  10796  21502  35563  43364  44553
     512  10856  10855  21499  35453  43434  44508
    1024   9010   8984  17443  28325  39317  43212
    4096   7335   9138  18366  32599  40979  44166
   16384   7027   8050  17828  31794  40783  44041
   65536   1304   3286   8423  15090  28842  38949
