    BusSpeed amd64 x86-64 optimized Fri Sep 30 17:12:48 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  43265  45513  50379  53724  54720  55140
      32  39649  41905  43226  52078  53235  52905
      64  10531  10561  21422  39023  39891  44672
     128  10794  10765  21342  38841  40016  44842
     256  10752  10788  21499  39095  40114  44926
     512  10716  10697  21143  37785  39453  44313
    1024   9197   8906  17333  29645  36187  42395
    4096   7457   8998  18407  31124  37481  43063
   16384   6984   7922  17618  30336  37254  43106
   65536   1314   3408   8671  15347  26803  38148
