
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version

    BusSpeed arm armv8-a optimized Sat Jan 30 02:34:19 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3617   2786   3018   2965   2970   2988
      32   2356   1852   2265   2584   2779   2859
      64   1063    886   1410   2026   2580   2785
     128    993    812   1282   1930   2545   2766
     256    956    804   1281   1914   2540   2758
     512    966    805   1272   1905   2515   2767
    1024    433    369    572   1143   1845   2484
    4096    125    120    160    267    814   1904
   16384    122    119    159    267    802   1874
   65536    121    119    158    268    794   1876

 Type additional information to include in busSpeed.txt - Press Enter
