
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version


   Memory Reading Speed Test arm armv8-a optimized Sat Jan 30 02:01:36 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    6951   6719   7798   7791   5410   5484  11012  11127  11182
      16    7166   6768   7971   7982   5502   5594  11529  11364  11461
      32    7130   6818   7890   7960   5460   5552  11596  11597  11521
      64    6110   5964   6727   6728   4927   5017   9404   9508   9189
     128    5974   5829   6574   6702   5006   5078   8674   9067   8758
     256    6038   5951   6670   6656   4997   5013   9108   8980   8515
     512    5973   5869   6547   6363   3976   4422   7299   7168   6464
    1024    1755   3210   2235   2122   2880   3193   8140   8287   7963
    2048    1798   1811   1821   1846   1760     63     67   3368   2158
    4096    1550   1564   1582   1594   1561   1556   1822   1799   1799
    8192    1526   1533   1537   1545   1510   1515   1705   1700   1714

                End of test Sat Jan 30 02:02:02 2021

