
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version


   Memory Reading Speed Test arm armv8-a optimized Sat Jan 30 02:02:39 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7088   6804   7963   7931   5504   5591  11220  11308  11254
      16    7187   6779   8013   8009   5493   5600  11539  11549  11541
      32    6268   5959   6754   6779   4899   4983  11632  11585  11465
      64    6265   6046   6789   6785   5018   5098  10172  10366  10252
     128    6041   5838   6435   6432   4948   4978   9128   9089   8879
     256    6111   5853   6471   6448   4998   5029   9086   9088   9082
     512    5107   4917   5430   5428   4145   4287   8856   8693   8841
    1024    3803   3498   4056   3959   3213   3433   7386   7190   7317
    2048    1782   1787   1846   1814   1737   1762   4125   4127   4078
    4096    1557   1561   1573   1589   1556   1546   1820   1810   1819
    8192    1555   1557   1568   1589   1556   1548   1697   1689   1658

                End of test Sat Jan 30 02:02:55 2021

