
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version

    BusSpeed arm armv8-a optimized Sat Jan 30 02:33:59 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3716   2789   3033   2945   2951   2984
      32   2187   1785   2237   2648   2819   2899
      64   1052    884   1399   2016   2580   2743
     128   1002    810   1271   1912   2555   2742
     256    970    802   1275   1895   2528   2764
     512    963    806   1265   1907   2532   2768
    1024    406    348    604   1089   1810   2489
    4096    124    120    160    273    814   1896
   16384    121    119    159    277    801   1837
   65536    120    119    158    276    796   1879

 Type additional information to include in busSpeed.txt - Press Enter
