    BusSpeed aarch64 native optimized Fri Oct 14 22:30:34 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7783   7791  14917  16445  16632  17148
      32   8474   8511  15053  16572  16670  17155
      64   6661   7026  12537  15401  16403  17088
     128   2172   3840   6598  10627  12741  16690
     256   2175   3765   6644  10646  12749  16724
     512   1833   3227   5823   9933  12603  16674
    1024   1096   2206   4378   8672  12706  16725
    4096    507    781   2435   4230   7814  13361
   16384    607   1084   1943   3478   6317  11765
   65536    591   1040   1876   3377   6169  11628
