    BusSpeed aarch64 native optimized Fri Oct 14 22:30:54 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7808   7816  14959  16478  16683  17200
      32   8529   8535  15097  16652  16745  17206
      64   6992   7045  12571  15452  16480  17128
     128   2177   3855   6614  10655  12775  16672
     256   2182   3756   6660  10674  12791  16706
     512   1989   3482   6132  10104  12726  16688
    1024   1096   2213   4390   8717  12740  16700
    4096    510    783   1340   2172   4101   8472
   16384    294    443    798   1386   2720  12060
   65536    602   1080   1971   3546   6438  11895
