 ##########################################

   Memory Reading Speed Test aarch64 native optimized Fri Oct 14 22:55:59 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   46711  60062  56109  50648  56058  56066  34597  23346  23258
      16   46773  59223  55417  50469  55369  55373  33738  22860  22792
      32   45849  59742  55834  48178  55842  55848  34430  23147  23115
      64   45684  59970  56043  47337  56028  56033  34788  23292  23278
     128   29989  56621  54997  29995  54937  54955  32563  23286  23338
     256   30010  56650  55018  30037  55020  54993  32054  23254  23182
     512   29796  55915  54658  29800  54629  54562  32092  23185  23147
    1024   29456  53741  52369  29550  52782  52339  26076  21743  21838
    2048   20909  42535  41551  21451  42207  41886  15667  15990  16141
    4096    9048  22440  23151   9193  22357  22783   6774   6901   6828
    8192    5056  11806  11984   5326  11843  11911   4192   4261   4248

                End of test Fri Oct 14 22:56:15 2022

