    BusSpeed aarch64 native optimized Fri Oct 14 22:30:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7783   7791  14911  16434  16625  17146
      32   8468   8512  15048  16568  16670  17159
      64   6689   7028  12530  15389  16400  17091
     128   2173   3843   6599  10627  12745  16692
     256   2176   3765   6644  10645  12748  16726
     512   1818   3213   5864  10029  12663  16700
    1024   1096   2205   4376   8698  12709  16727
    4096    466    775   1358   2084   4063   8389
   16384    296    445    853   1439   2744   5735
   65536    275    407    760   1339   2634   5408
