    BusSpeed aarch64 cortexa76-a55 optimized Fri Oct 14 22:30:14 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7785   7792  14913  16442  16626  17147
      32   8475   8513  15048  16565  16669  17157
      64   6985   7027  12532  15390  16396  17086
     128   2176   3849   6588  10617  12748  16685
     256   2176   3829   6631  10631  12751  16720
     512   1606   2831   5361   9593  12568  16668
    1024   1112   2174   4287   8474  12704  16720
    4096    485    755   1263   2142   4045   8284
   16384    294    445    818   1423   2871  12528
   65536    604   1100   2039   3631   6670  12350
