    BusSpeed aarch64 cortexa76-a55 optimized Fri Oct 14 22:30:24 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7801   7810  14948  16450  16697  17189
      32   8524   8532  15089  16651  16743  17200
      64   7010   7042  12565  15431  16473  17123
     128   2176   3857   6612  10653  12773  16668
     256   2180   3759   6659  10668  12785  16702
     512   1723   3071   5661   9858  12580  16624
    1024   1099   2216   4373   8610  12729  16699
    4096    467    804   1379   2182   4160  13954
   16384    627   1158   2146   3735   6894  12640
   65536    607   1107   2070   3642   6703  12481
