 ##########################################

   Memory Reading Speed Test aarch64 cortexa76-a55 optimized Fri Oct 14 22:55:28 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   50352  58449  60072  50678  54481  56059  34596  23345  22194
      16   50144  59270  59180  50472  55360  55449  33739  22860  22800
      32   47548  59786  59734  47473  55800  55849  34432  23146  23114
      64   47232  60007  59990  47336  56030  56052  34787  23291  23276
     128   30000  56503  56979  30031  54943  54927  32561  23301  23329
     256   29877  56102  56508  29914  54647  54716  32097  23244  23233
     512   29822  55450  56420  29808  54744  54833  32163  23269  23266
    1024   29588  55511  55792  29647  54102  53971  27608  22867  23022
    2048   26689  47742  47959  26535  45992  45391  17548  17278  17641
    4096    9516  27418  43454  20060  42655  43003  14400  14369  14536
    8192   14677  31407  31824  14726  31754  31827  10861  10982  11013

                End of test Fri Oct 14 22:55:43 2022

