 ##########################################

   Memory Reading Speed Test aarch64 cortexa76-a55 optimized Fri Oct 14 22:54:55 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   25604  34915  28091  25599  35056  35059  17607  23344  23374
      16   25596  34602  27757  25597  34617  34621  17607  22826  22870
      32   25472  34903  27953  25474  34892  34890  17488  23138  23153
      64   25528  35028  28046  25530  35032  35032  17544  23294  23304
     128   21302  30131  27607  21293  30149  30186  17177  23351  23341
     256   21278  30083  27564  21284  30157  30163  17187  23239  23272
     512   18637  26549  25740  20642  28859  28881  17201  23291  23292
    1024   18640  25473  24801  19912  26788  28636  15986  21956  22629
    2048   17227  23076  22203  17912  23828  23506  14012  16603  17289
    4096   10119  21757  21490  17921  21815  21794  13124  14288  14628
    8192   14972  15868  16035  14940  15902  15898  10567  10914  11007

                End of test Fri Oct 14 22:55:12 2022

