    BusSpeed aarch64 native optimized Sun Oct 23 00:02:46 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5881   4114   4486   4658   4714   5209
      32   1161   1592   2632   3417   3684   4023
      64    945   1302   2293   3139   3448   3731
     128    912   1247   2141   3048   3378   3650
     256    911   1244   2154   3049   3379   3647
     512    917   1252   2155   3050   3379   3647
    1024    893   1213   2101   2976   3298   3602
    4096    431    663   1264   1936   3159   3565
   16384    291    336    633    916   2229   3234
   65536    289    326    630    919   2211   2762
