 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sun Oct 23 00:31:00 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18024  10382  10388  20521  11221  11762  15714  14875  15246
      16   18195  10443  10446  20739  11289  11663  16030  16044  16044
      32   18166  10462  10471  18539  10750  11250  12650  12662  12688
      64   17614  10471  10469  17900  10859  11416  13426  13429  13453
     128   17421  10479  10467  17555  10922  11452  12423  12440  12426
     256   16981  10472  10406  16798  10804  11330  11522  11492  11493
     512   16735  10474  10402  16677  10804  11316  11574  11621  11618
    1024   16800  10444  10380  16505  10738  11236  11610  11640  11637
    2048   15436  10301  10190  14990  10541  10959  11653  11649  11656
    4096   12528  10110  10076  12477  10608  11091  10240  10239  10223
    8192    6476   6269   6270   6482   6116   6129   4146   4148   4151

                End of test Sun Oct 23 00:31:20 2022

