    BusSpeed aarch64 native optimized Sun Oct 23 00:02:56 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   6190   4143   4596   4669   4760   5252
      32   1920   2315   3240   3975   4140   4592
      64    945   1287   2223   3198   3481   3845
     128    912   1230   2148   3120   3401   3778
     256    912   1230   2161   3123   3400   3780
     512    917   1238   2163   3125   3393   3780
    1024    915   1236   2160   3117   3382   3775
    4096    430    668   1312   2056   3082   3677
   16384    321    346    708   1194   2190   2232
   65536    324    341    705   1196   2177   1871
