 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sun Oct 23 00:30:42 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   16058   9693  10388  20521  11222  11761  15716  15196  15218
      16   16193   9751  10447  20740  11290  11666  16030  16043  16045
      32   15720   9755  10476  18787  10276  10548  16185  16193  16192
      64   15346   9730  10439  16709  10731  11278  12926  12828  12908
     128   15212   9752  10436  16671  10872  11438  11947  11947  11946
     256   15424   9697  10402  16641  10792  11313  11533  11531  11531
     512   15525   9704  10411  16765  10814  11321  11661  11658  11655
    1024   15421   9683  10392  16584  10774  11284  11552  11628  11622
    2048   14356   9539  10208  14873  10462  10879  11648  11644  11641
    4096   11945   9299   9894  11962  10331  10721  10233  10231  10226
    8192    6279   6098   6195   6372   6040   6042   4181   4182   4178

                End of test Sun Oct 23 00:31:00 2022

