 ##########################################

   Memory Reading Speed Test aarch64 cortexa76 optimized Sun Oct 23 00:29:29 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   16045   9693  10377  20498  11217  11759  15715  15023  15609
      16   16179   9751  10441  20752  11286  11597  16030  16031  16029
      32   15435   9739  10460  17165  10904  11441  13273  13532  13398
      64   15785   9771  10467  18190  10981  11519  12248  12261  12265
     128   15491   9774  10455  17193  10946  11490  12210  12208  12240
     256   15641   9738  10428  17137  10803  11321  11535  11537  11548
     512   15557   9741  10426  17065  10809  11337  11632  11605  11618
    1024   15757   9760  10449  17601  10971  11515  11783  11788  11783
    2048   15428   9728  10415  16557  11028  11552  11987  11982  11987
    4096   12660   9655  10320  12690  11009  11522  11162  11153  11150
    8192    6236   6101   6151   6341   5998   6015   4134   4154   4131

                End of test Sun Oct 23 00:29:47 2022

