 ##########################################

   Memory Reading Speed Test aarch64 cortexa76 optimized Sun Oct 23 00:30:05 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18027  10382  10388  20521  11221  11763  15716  15196  15245
      16   16149  10390  10447  17429   9366   9705  15930  15948  15948
      32   16186  10403  10422  16794   9927  10255  12880  12854  12854
      64   16136  10478  10452  16957  10840  11356  12531  12489  12492
     128   16616  10469  10443  16689  10882  11432  11477  11423  11412
     256   17181  10473  10414  16942  10783  11323  11535  11443  11435
     512   17095  10479  10416  16880  10811  11324  11579  11559  11544
    1024   17221  10483  10420  16930  10813  11325  11645  11642  11644
    2048   16102  10361  10307  15652  10706  11155  11753  11767  11769
    4096   12500  10211  10175  12465  10798  11211  10679  10685  10678
    8192    6393   6176   6163   6362   6030   6043   4092   4087   4090

                End of test Sun Oct 23 00:30:24 2022

