    BusSpeed aarch64 cortexa76 optimized Sun Oct 23 00:02:15 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   6190   4300   4745   4835   4849   5330
      32   1989   2407   3195   3986   4127   5142
      64    945   1298   2257   3148   3467   4029
     128    912   1248   2124   3061   3390   3929
     256    912   1246   2137   3050   3389   3929
     512    917   1254   2137   3048   3390   3928
    1024    917   1255   2140   3048   3390   3927
    4096    431    666   1269   1937   3166   3828
   16384    288    336    632    914   2216   3440
   65536    286    326    629    919   2193   3478
