
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed i386 i386 optimized Sat Apr  3 19:50:52 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    215    227    559   1090   1199   1244
      32    154    164    164    336    543    641
      64    154    164    168    337    545    651
     128    168    168    168    338    545    651
     256    138    147    148    294    488    563
     512     83     89     88    175    318    362
    1024     60     60     60    120    225    257
    4096     57     60     60    120    222    243
   16384     61     60     61    121    214    257
   65536     57     60     60    120    226    248

 Type additional information to include in busSpeed.txt - Press Enter
