
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed i386 i386 optimized Sat Apr  3 19:51:04 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    227    227    551   1097   1200   1169
      32    161    164    162    338    545    615
      64    163    164    167    339    545    606
     128    167    168    165    335    540    607
     256    167    165    165    331    534    630
     512     87     87     86    174    291    356
    1024     62     61     61    123    229    261
    4096     61     60     60    121    207    257
   16384     60     60     60    115    225    257
   65536     61     60     60    122    225    249

 Type additional information to include in busSpeed.txt - Press Enter
