
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed i386 i386 optimized Sat Apr  3 19:51:26 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    222    227    548   1054   1162   1233
      32    152    163    163    337    540    642
      64    163    155    168    338    545    641
     128    167    158    168    336    535    643
     256    104    111    112    223    392    449
     512     85     90     90    179    324    369
    1024     62     63     62    124    229    266
    4096     57     60     60    121    225    242
   16384     60     60     61    122    214    258
   65536     57     60     60    120    226    258

 Type additional information to include in busSpeed.txt - Press Enter
