    BusSpeed i686 i386 optimized Tue Mar 21 15:13:46 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3235   1841   4849   7310   8255   8823
      32   1969   1976   3117   4489   4948   6411
      64   1900   1950   3124   4485   4948   6516
     128   1972   1968   3123   4583   4942   6491
     256   1916   1961   3085   4402   4850   6528
     512   1745   1925   3004   4174   4777   6421
    1024    146    269    545   1013   1777   3164
    4096     76    149    306    590   1092   2125
   16384     76    149    307    592   1114   2130
   65536     76    150    306    592   1113   2133
