 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 15:46:28 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   11997   4290   7181  13466   5717   7124   7996   5050   5628
      16    7924   4337   6630   8982   4912   6288   6840   4212   4503
      32    7225   4216   5536   8019   4792   5512   5882   3630   3828
      64    7183   4208   5594   7808   4698   5442   5912   3509   3777
     128    7129   4162   5547   7820   4724   5413   5960   3510   3773
     256    7103   4195   5479   7790   4729   5385   5959   3583   3780
     512    7026   4154   5378   7671   4700   5312   5809   3596   3705
    1024    2473   2242   2376   2529   2282   2373   1374   1277   1291
    2048    1371   1366   1351   1356   1356   1360    709    696    696
    4096    1361   1331   1347   1350   1345   1352    697    682    677
    8192    1418   1414   1409   1409   1402   1414    714    710    713

                End of test Tue Mar 21 15:46:45 2023

