 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 15:45:21 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   11879   4807   6197  14765   6102   6208   8008   5109   5674
      16    7942   4333   5897   9413   5494   5922   6773   4240   4464
      32    7352   4365   5541   8169   5389   5554   5697   3644   3915
      64    7240   4486   5623   8395   5733   5621   5799   3594   3854
     128    7266   4451   5621   8422   5731   5649   5866   3582   3832
     256    7217   4481   5586   8440   5645   5654   5851   3563   3806
     512    5610   3916   4691   6166   4702   4692   4126   2939   3070
    1024    2313   2139   2212   2348   2179   2220   1287   1219   1226
    2048    1305   1297   1296   1286   1290   1293    675    648    660
    4096    1306   1287   1294   1300   1286   1298    674    657    652
    8192    1321   1325   1308   1301   1299   1320    675    660    662

                End of test Tue Mar 21 15:45:38 2023

