    BusSpeed i686 i686 optimized Tue Mar 21 15:14:37 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3267   1824   4770   7302   8164   8829
      32   1974   1968   3052   4656   4940   6406
      64   1956   1948   3145   4611   4943   6498
     128   1970   1990   3143   4612   4926   6493
     256   1925   1960   3077   4421   4898   6512
     512   1732   1918   2987   4161   4783   6408
    1024    164    303    599   1087   1909   3357
    4096     76    149    305    589   1102   2114
   16384     75    147    305    593   1111   2129
   65536     76    148    307    592   1114   2132
