    BusSpeed i686 i686 optimized Tue Mar 21 15:15:07 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3268   1829   4770   7430   8128   9493
      32   1968   1967   3104   4507   4952   6645
      64   1970   1951   3165   4556   4950   6605
     128   1949   1962   3191   4588   4944   6701
     256   1931   1961   3098   4393   4895   6536
     512   1729   1921   2995   4126   4788   6430
    1024    145    271    544   1015   1777   3172
    4096     76    148    304    590   1111   2124
   16384     76    149    301    592   1113   2097
   65536     76    149    306    591   1114   2122
