 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 15:45:54 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   11917   4808   6188  14616   6080   6186   8007   5174   5670
      16    7933   4337   5897   9460   5497   5901   6755   4235   4484
      32    7351   4363   5537   8212   5378   5492   5706   3647   3910
      64    7333   4495   5507   8371   5732   5627   5799   3605   3846
     128    7256   4498   5632   8275   5741   5639   5797   3581   3814
     256    7225   4475   5654   8438   5735   5650   5866   3526   3801
     512    7149   4408   5545   8287   5628   5553   5724   3515   3659
    1024    2291   2178   2256   2350   2254   2250   1288   1226   1213
    2048    1351   1344   1338   1353   1334   1341    701    684    688
    4096    1354   1354   1345   1354   1348   1351    696    680    670
    8192    1417   1414   1413   1415   1411   1413    720    711    715

                End of test Tue Mar 21 15:46:11 2023

