    BusSpeed i686 i386 optimized Tue Mar 21 15:14:17 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3245   1821   5345   6836   8233   9138
      32   1984   2027   2972   4545   4949   6418
      64   2025   2006   2993   4581   4842   6513
     128   2097   2065   2991   4590   4954   6491
     256   1960   1991   3052   4421   4901   6552
     512   1771   1962   3068   4174   4726   6422
    1024    153    282    569   1057   1836   3240
    4096     76    147    306    588   1105   2125
   16384     76    149    307    592   1112   2127
   65536     76    149    307    593   1113   2110
