 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Fri Feb 25 02:10:25 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2834   2769   2261   2915   2828   2403   2899   1539   2345
      16    2891   2707   2266   2821   2766   2449   3075   1456   2343
      32    2888   2581   2260   2984   2774   2444   3056   1435   2339
      64    1284   2012   1933   1145   2075   2033   1912   1310   1736
     128     804   1992   1916   1249   2051   2017   1074    975    773
     256    1225   2096   1863   1232   2125   2051   1087    995    757
     512    1175   2102   1893   1257   2125   2058   1038   1008    771
    1024    1210   2037   1825   1201   2129   2010   1075   1042    770
    2048    1243   1999   1833   1119   1998   2004   1070    992    757
    4096    1143   2001   1831   1208   2028   1867   1065   1007    746
    8192    1208   1756   1655   1225   1624   1937   1042   1011    757

                End of test Fri Feb 25 02:10:43 2022

