 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sat Aug  6 15:53:17 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1624   2765   2355   1771   2773   2367   2452   1442   1989
      16    1561   2759   2360   1008   2765   2356   2273   1445   1985
      32    1606   2757   2349   1756   2756   2331   2390    768   1854
      64    1241   2129   1931   1308   2150   1946   1665   1203    269
     128    1245   1103   1938   1305   2147   1944    994   1009    270
     256    1239   2093   1941    894   1009   1950   1053   1010    260
     512    1254   2098   1922   1312   2090   1940   1067    543    269
    1024    1194   2072   1929   1309   2091   1948   1065   1012    270
    2048     661   1927   1891   1281   2028   1902   1047    994    267
    4096    1220   2017    985   1282   2008   1884   1047    945    267
    8192    1219   2005   1799    665   2006   1881   1052    945    266

                End of test Sat Aug  6 15:53:36 2022

