 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Fri Feb 25 02:06:50 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2862   1764   1386   3003   1766   1764   3000   1802   1767
      16    2890   1764   1382   3013   1767   1784   2996   1812   1773
      32    2841   1763   1447   2952   1764   1775   3071   1797   1770
      64    1151   1279   1073   1271   1259   1309   1917   1472   1414
     128    1276   1255   1143   1248   1192   1260   1074   1026   1011
     256    1140   1260   1054   1205   1240   1220   1083   1036   1039
     512    1184   1260   1010   1219   1275   1294   1087   1047   1023
    1024    1194   1281   1132   1225   1046   1293   1026   1025   1047
    2048    1210   1240   1095   1228   1157   1258   1069    947   1011
    4096    1137   1240   1097   1219   1219   1259   1063    958   1010
    8192    1038   1244   1114   1224   1176   1265    980   1009   1015

                End of test Fri Feb 25 02:07:10 2022

