    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:54:15 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1479   1661   1830   1894   1865   1925
      32    122    318    446   1271   1543   1632
      64    110    122    164    331    706   1069
     128     61    125    163    329    706   1069
     256    112    126    165    330    666   1070
     512    114     68    165    315    705   1052
    1024    113    128    166    310    705   1055
    4096    109     51    156    325    696   1048
   16384    108    116    162    323    684   1034
   65536     58    124    164    325    694   1061
