    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:58:24 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1487   1657   1834   1897   1924   1923
      32    241    321    240   1271   1543   1631
      64    111    123    164    328    709   1073
     128    114    126    111    211    709   1069
     256    114    128    165    330    665   1067
     512    114    127    165    328    368   1064
    1024    114    126    166    312    709   1056
    4096    109    123    156    326    378   1049
   16384    107    116    161    321    680   1043
   65536    102    124    117    327    695   1060
