    BusSpeed riscv64 rv64g optimized Sat Aug  6 13:03:41 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1547   1628   1801   1779   1895   1891
      32    186    283    439   1134   1491    895
      64     74     91    156    333    712   1042
     128     75     90    165    330    554   1038
     256     76     95    165    330    710   1032
     512     72     96    165    329    709    655
    1024     76     93    166    329    705   1027
    4096     76     86    166    328    664    552
   16384     73     93    161    305    688   1011
   65536     75     88    165    290    245   1016
