 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Fri Feb 25 02:02:52 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1634   2755   2317   1858   2710   2315   2320   1447   1942
      16    1564   2768   2309   1782   2766   2308   2446   1438   1950
      32    1554   2756   2287   1870   2768   2312   2418   1364   1932
      64    1264   2154   1933   1232   2154   1968   1753   1209    277
     128    1199   2106   1958   1326   2106   1952   1005   1006    280
     256    1199   2098   1840   1309   2096   1959   1067   1020    272
     512    1266   2058   1832   1315   2107   1957   1072   1025    274
    1024    1244   1958   1963   1323   1964   1959   1078    974    275
    2048    1218   2025   1918   1227   2037   1879   1010    983    274
    4096    1238   2004   1911   1297   2002   1770   1003   1002    269
    8192    1227   1947   1780   1266   1955   1891   1049    980    278

                End of test Fri Feb 25 02:03:10 2022

