    BusSpeed riscv64 rv64g optimized Thu Feb 24 23:18:34 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1560   1616   1799   1883   1845   1899
      32    191    284    475   1047   1544   1714
      64     71     98    171    325    731   1082
     128     71    101    159    344    718   1032
     256     79     97    174    345    723   1049
     512     81     88    178    350    748   1070
    1024     77     94    166    344    736   1073
    4096     75     97    159    325    695   1006
   16384     77     94    161    332    715   1053
   65536     79     84    170    342    688   1051
