    BusSpeed riscv64 rv64g optimized Sat Aug  6 12:59:32 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1559   1620   1804   1888   1878   1902
      32     99    285    459   1129   1493   1584
      64     73     95    164    332    709    985
     128     39     94    164    313    709   1035
     256     75     96    164    329    667   1027
     512     51     96    164    310    706   1029
    1024     76     94    156    329    704   1013
    4096     40     82    165    324    694   1011
   16384     74     87    161    320    685   1011
   65536     75     88    163    323    693   1011
