 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sat Aug  6 15:48:21 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2952   2772   1397   2827   2827   2502   3046   1546   2358
      16    2795   2768   2638   2960   2828   2497   2305   1553   2351
      32    2887   2754   2642   2809   2817   2473   3009   1527   2314
      64    1063   1414   2100   1154   2186   2037   1951   1370   1792
     128    1222   2132   2129   1210   1158   1989   1008   1016    750
     256    1232   2086   2112   1165   2100   2045   1070    483    428
     512    1219   2084   2084   1227   2116   1938   1079   1032    743
    1024    1226   1229   2103   1271   2089   2040   1080   1036    753
    2048    1198   1955   1915    673   2023   1996   1002   1006    743
    4096    1193   1978   1914   1192   1063   2002    997   1004    739
    8192    1200   1734   1900   1201    982   1936   1048    998    736

                End of test Sat Aug  6 15:48:41 2022

